curated_family,family,source_resource,source_sheet,enzyme_full_name,enzyme_common_name,species,substrate,product,text
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase 2; aspartate aminotransferase isozyme 2,AAT2,Glycine max,aspartate; 2-oxoglutarate,oxaloacetate; glutamate,Aspartate aminotransferase 2; aspartate aminotransferase isozyme 2 AAT2   Glycine max   aspartate; 2-oxoglutarate oxaloacetate; glutamate Characterization of a single soybean cDNA encoding cytosolic and glyoxysomal isozymes of aspartate aminotransferase. 10.1023/a:1005973019045  AF034210 pSAT1 pass 33090|Viridiplantae AF034210|PF00155;Aminotran_1_2;1|PSAT1|NA|AAT2|PF00155;Aminotran_1_2;1|AAT2|IPR004839;Aminotransferase_I/II;IPR000796;Asp_trans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT2|PF02458;Transferase;1|AAT2|IPR023213;CAT-like_dom_sf;IPR050317;Plant_Fungal_Acyltransferase O48548_SOYBN|Q7G1G6_SOYBN|LCAT2_ARATH|AAT2_ARATH|AAT2_MALDO|K4BF05_SOLLC|P93763_CANLI|H8ZW89_LAVAN|Q0GA13_LAVAN|H8ZW85_SALSC|B8BQR8_THAPS|Q40325_MEDSA|H8ZW87_SATMO|H8ZW88_MENSP|H8ZW86_OCIBA O48548|Q7G1G6|Q4VCM1|Q9ZWC1|P46645|Q6R311|B2ZZ12|K4BF05|P93763|H8ZW89|Q0GA13|H8ZW85|B8BQR8|Q40325|H8ZW87|H8ZW88|H8ZW86 NP_001237541.1|NP_001237541||NP_171897.2|NP_171897|NP_197456.1|NP_197456|NP_001274287.1|NP_001274287|XP_002286190.1|XP_002286190 NM_001250612.1|NM_001250612||NM_100282.4|NM_100282|NM_121960.5|NM_121960|NM_001287358.2|NM_001287358|XM_002286154.1|XM_002286154 Glycine_max|Arabidopsis_thaliana|Malus_domestica|Solanum_lycopersicum|Canavalia_lineata|Lavandula_angustifolia|Salvia_sclarea|Thalassiosira_pseudonana|Medicago_sativa|Satureja_montana|Mentha_spicata|Ocimum_basilicum
Aminotransferase,3051|Chlamydomonadaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate-1-semialdehyde aminotransferase,CR-GSA-AT;GSA-AT,Chlamydomonas reinhardtii,glutamate,5-aminolevulinic acid,"glutamate-1-semialdehyde aminotransferase CR-GSA-AT;GSA-AT   Chlamydomonas reinhardtii   glutamate 5-aminolevulinic acid Purification, Characterization, and Fractionation of the delta-Aminolevulinic Acid Synthesizing Enzymes from Light-Grown Chlamydomonas reinhardtii Cells. 10.1104/pp.74.3.569    pass 33090|Viridiplantae CR-GSA-AT|NA|GSA-AT|PF00202;Aminotran_3;1 Q9AVF5_AMATR|Q00GL0_KARBR Q9AVF5|Q00GL0   Amaranthus_tricolor|Karenia_brevis"
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase,TAT,Arabidopsis thaliana,Tyrosine,Plastoquinone; plastoquinone,Tyrosine aminotransferase TAT   Arabidopsis thaliana   Tyrosine Plastoquinone; plastoquinone Jasmonate is involved in the induction of tyrosine aminotransferase and tocopherol biosynthesis in Arabidopsis thaliana. 10.1007/s00425-002-0888-0    pass 33090|Viridiplantae TAT|PF02458;Transferase;1|TAT|IPR023213;CAT-like_dom_sf;IPR050898;Plant_acyltransferase|TAT|PF00155;Aminotran_1_2;1|TAT|IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small;IPR005958;TyrNic_aminoTrfase|TAT|IPR023213;CAT-like_dom_sf|TAT|PF13326;PSII_Pbs27;1|TAT|PF03514;GRAS;1|TAT|PF04526;DUF568;1|TAT|NA|TAT|PF03016;Exostosin;1 T5AT_TAXCU|TAT_ARATH|TAT_CATRO|I6PIL9_TAXBA|I6PPX1_TAXBA|I6PPX9_TAXBA|I6PIM1_TAXBA|I6PH03_TAXBA|F2CSE3_HORVV|A0A0M4G1D0_TAXWM|B4G081_MAIZE|B6T2V3_MAIZE|B6UBU0_MAIZE|A0A0A7DW48_OCIBA|I6PIM2_TAXBA|I6PIL5_TAXBA|I6PH05_TAXBA|I6PPY1_TAXBA|A0A2Z3DRA7_CORAV|I6PH15_TAXCU|G3JWZ3_PERFR|E2JFA7_PERFR|C1FDA3_MICCC|A0A346RST1_CHAHU|A0A0A7R9Y3_SALMI|A0A812W209_9DINO|A0A0A9GSS8_ARUDO|A0A0A9BHB3_ARUDO|A0A0A8ZVI7_ARUDO|A0A0A9D423_ARUDO|A0A0A9F0T8_ARUDO|A0A0A8ZEP8_ARUDO|Q6SPR1_9SPER|C1MLQ1_MICPC|A0A2I0W6V7_9ASPA|A0A1Q9BW02_SYMMI|F2DYI0_HORVV|F2E7G2_HORVV Q9M6F0|Q9LVY1|Q8W462|A0A2K8FQU5|I6PIL9|I6PPX1|I6PPX9|I6PIM1|I6PH03|F2CSE3|A0A0M4G1D0|B4G081|B6T2V3|B6UBU0|A0A0A7DW48|I6PIM2|I6PIL5|I6PH05|I6PPY1|A0A2Z3DRA7|I6PH15|G3JWZ3|E2JFA7|C1FDA3|A0A346RST1|A0A0A7R9Y3|A0A812W209|A0A0A9GSS8|A0A0A9BHB3|A0A0A8ZVI7|A0A0A9D423|A0A0A9F0T8|A0A0A8ZEP8|Q6SPR1|C1MLQ1|A0A2I0W6V7|A0A1Q9BW02|F2DYI0|F2E7G2 |NP_198465.3|NP_198465|NP_001142155.1|NP_001142155|NP_001148428.1|NP_001148428|XP_002507098.1|XP_002507098|XP_003056607.1|XP_003056607 |NM_123007.6|NM_123007|NM_001148683.1|NM_001148683|NM_001154956.1|NM_001154956|XM_002507052.1|XM_002507052|XM_003056561.1|XM_003056561 Taxus_cuspidata|Arabidopsis_thaliana|Catharanthus_roseus|Taxus_baccata|Hordeum_vulgare_subsp._vulgare|Taxus_wallichiana_var._mairei|Zea_mays|Ocimum_basilicum_var._purpurascens|Corylus_avellana|Perilla_frutescens|Micromonas_commoda|Chamaerops_humilis_var._humilis|Salvia_miltiorrhiza|Symbiodinium_sp._CCMP2592|Arundo_donax|Taxus_x_media|Micromonas_pusilla|Dendrobium_catenatum|Symbiodinium_microadriaticum
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AspAT,Lupinus angustifolius,,,Aspartate aminotransferase AspAT   Lupinus angustifolius     Enzymes of nitrogen metabolism in legume nodules. Purification and properties of NADH-dependent glutamate synthase from lupin nodules. 10.1111/j.1432-1033.1977.tb11816.x    pass 33090|Viridiplantae ASPAT|NA
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,hydroxypyruvate:L-alanine transaminase,HPAT,Pisum sativum,hydroxypyruvate;L-alanine,L-serine;pyruvate,hydroxypyruvate:L-alanine transaminase HPAT   Pisum sativum   hydroxypyruvate;L-alanine L-serine;pyruvate Comparative studies of enzymes related to serine metabolism in higher plants. 10.1104/pp.43.11.1813    pass 33090|Viridiplantae HPAT|NA
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aminotransferase,PS-AT,Pisum sativum,"D,L-methionine; a-ketoglutarate",glutamate,"Aminotransferase PS-AT   Pisum sativum   D,L-methionine; a-ketoglutarate glutamate Properties of an Aminotransferase of Pea (Pisum sativum L.). 10.1104/pp.52.1.63    pass 33090|Viridiplantae PS-AT|NA"
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,aminotransferase,,Phaseolus vulgaris,Î²-hydroxypropionate,acrylate,"aminotransferase    Phaseolus vulgaris   Î²-hydroxypropionate acrylate beta-Alanine as an Ethylene Precursor. Investigations Towards Preparation, and Properties, of a Soluble Enzyme System From a Subcellular Particulate Fraction of Bean Cotyledons. 10.1104/pp.44.9.1217    pass 33090|Viridiplantae"
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,TRYPTOPHAN AMINOTRANSFERASE RELATED3,PsTAR3,Pisum sativum,,,"TRYPTOPHAN AMINOTRANSFERASE RELATED3 PsTAR3   Pisum sativum     Biosynthesis of the halogenated auxin, 4-chloroindole-3-acetic acid. 10.1104/pp.112.198457  JN990990  pass 33090|Viridiplantae JN990990|PF04864;Alliinase_C;1|PSTAR3|NA I6PBS1_PEA I6PBS1   Pisum_sativum"
Aminotransferase,3051|Chlamydomonadaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-glutamate-glyoxylate aminotransferase,CR-aminotransferase,Chlamydomonas reinhardtii,DL-Asparagine;glyoxylate,glycine;oxaloacetate,L-glutamate-glyoxylate aminotransferase CR-aminotransferase   Chlamydomonas reinhardtii   DL-Asparagine;glyoxylate glycine;oxaloacetate Glycolate pathway in green algae. 10.1104/pp.46.3.386    pass 33090|Viridiplantae CR-AMINOTRANSFERASE|NA
Aminotransferase,4893|Saccharomycetaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase 1,AAT1,Saccharomyces cerevisiae,L-aspartate; alpha-ketoglutarate,oxaloacetate; L-glutamate,"Aspartate aminotransferase 1 AAT1   Saccharomyces cerevisiae   L-aspartate; alpha-ketoglutarate oxaloacetate; L-glutamate Properties of the pyridoxaldimine form of glutamate semialdehyde aminotransferase (glutamate-1-semialdehyde 2,1-aminomutase) and analysis of its role as an intermediate in the formation of aminolaevulinate. 10.1042/bj2930697 P12345 Z12345  pass 4751|Fungi Z12345|NA|P12345|NA|AAT1|PF00155;Aminotran_1_2;1|AAT1|IPR004839;Aminotransferase_I/II;IPR000796;Asp_trans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT1|PF02803;Thiolase_C;1;PF00108;Thiolase_N;1|AAT1|IPR002155;Thiolase;IPR016039;Thiolase-like;IPR020615;Thiolase_acyl_enz_int_AS;IPR020610;Thiolase_AS;IPR020617;Thiolase_C;IPR020613;Thiolase_CS;IPR020616;Thiolase_N|AAT1|PF02458;Transferase;1|AAT1|IPR023213;CAT-like_dom_sf;IPR050317;Plant_Fungal_Acyltransferase|AAT1|PF13520;AA_permease_2;1;PF13906;AA_permease_C;1|AAT1|IPR002293;AA/rel_permease1;IPR029485;CAT_C|AAT1|PF00108;Thiolase_N;1|AAT1|NA AAT5_ARATH|ACCT2_ARATH|ATRGA_MALDO|CAAT1_ARATH|Q6QLX4_SOLLC|M5WU76_PRUPE|A0A251VMI4_HELAN|B2WV06_9FABA|B2WV62_9FABA|R1BPH5_EMIHU|B2WV82_9FABA|B2WV81_9FABA|B2WV21_9FABA|B2WV59_9FABA|B3F2K5_9ORYZ|B2WV00_9FABA|B2WV37_9FABA|B2WV09_9FABA|B3F2K7_9ORYZ|B2WV25_9FABA|B2WUZ9_9FABA|B2WV36_9FABA|B2WV68_9FABA|B2WV92_9FABA|B2WV91_9FABA|B2WV93_9FABA|A0A6S6QPR9_9SOLN|B2WV52_9FABA|A0A6S6QG78_SOLHA|A0A6S6QDC5_9SOLN|B2WV05_9FABA|B2WV07_9FABA|B3F2K8_9ORYZ|B2WV72_SWAPO|B2WV71_SWAPO|B2WV73_SWAPO|B2WUZ7_9FABA|Q0GA14_LAVAN|B2WV94_9FABA|A0A6S6QMQ8_SOLPN|B2WV75_9FABA|A0A0A0RSG8_SOLPN|B2WV78_9FABA|A0A371EKB5_MUCPR|A0A7T8CZB0_9APIA|F0Y4A7_AURAN|D0QJ94_VASCU|B2WV79_9FABA|B2WV63_9FABA|B2WV61_9FABA|B2WV60_9FABA|B2WV66_9FABA|B3F2K2_ORYRU|A0A9Q0F9A6_9ROSI|V9QNV9_9ROSA|B2WV53_9FABA|B3F2K3_ORYPU|B2WV98_9FABA|B2WV70_9FABA|A0A2H4GXF1_9FABA|B2WV48_9FABA|B2WV02_9FABA|B2WV24_9FABA|A0AAP0G5R2_9ASPA|A0AAP0GB63_9ASPA|B2WV49_9FABA|B2WV12_9FABA|B2WV13_9FABA|B2WV11_9FABA|B2WV83_9FABA|A0A6S6QJP7_SOLPI|B2WUZ3_9FABA|B2WV03_9FABA|B2WV04_9FABA|B2WV90_9FABA|A0AAD9MMU7_PROWI|B2WV74_9FABA|B2WV17_9FABA|B2WV10_9FABA|B2WV35_9FABA|B2WV18_9FABA|M4I0T7_9SOLA|B2WV44_9FABA|B2WV27_9FABA|B2WV33_9FABA|B2WV28_9FABA|B2WV34_9FABA|B2WV87_9FABA|A0A2H4GXF0_9FABA|A0A6S6QP03_9SOLN|B2WV88_9FABA|B2WV51_9FABA|A8W8Y0_CITSI|B2WV97_9FABA|B2WV80_9FABA|B2WV55_9FABA|B2WUZ8_9FABA|B2WV99_9FABA|B2WV39_9FABA|B2WV43_9FABA|B2WV40_9FABA|B2WV42_9FABA|B2WV41_9FABA|B2WV84_9FABA|B2WV38_9FABA|A0A1J6IY53_NICAT|Q5I6B5_ROSHC|B2WV31_9FABA|B2WV57_9FABA|B2WV58_9FABA|B2WV29_9FABA|A0A0F6VXG8_DIOKA|B2WUZ5_9FABA|B2WUZ4_9FABA|B2WV47_9FABA|B2WV20_9FABA|A0A1P8B561_ARATH|B2WV26_9FABA|D0QJ93_9ROSA|B2WV14_9FABA|B2WV85_9FABA|A0A6S6QQG6_SOLCE|B2WV67_9FABA|B3F2K4_9ORYZ|B2WV30_9FABA|B2WV56_9FABA|B2WV23_9FABA|B2WV77_9FABA|B2WV76_9FABA|B2WUZ6_9FABA|B3F2K6_ORYBR|B2WV32_9FABA|B2WV86_9FABA|B2WV50_9FABA|B2WV01_9FABA|B2WV46_9FABA|B2WV45_9FABA|B2WV19_9FABA|B2WV96_9FABA|B2WV22_9FABA|B2WV89_9FABA|B2WV95_9FABA|B2WV16_9FABA|B2WV15_9FABA|B2WV54_9FABA|A0A1Y0DDF3_9ROSI|B2WV69_9FABA P46248|O49392|Q8LGE6|Q8S4Y1|Q93YW6|Q9LUB1|Q64FJ6|B2ZZ12|Q84MA5|Q7DLY7|Q96241|Q6QLX4|M5WU76|A0A251VMI4|B2WV06|B2WV62|R1BPH5|B2WV82|B2WV81|B2WV21|B2WV59|B3F2K5|B2WV00|B2WV37|B2WV09|B3F2K7|B2WV25|B2WUZ9|B2WV36|B2WV68|B2WV92|B2WV91|B2WV93|A0A6S6QPR9|B2WV52|A0A6S6QG78|A0A6S6QDC5|B2WV05|B2WV07|B3F2K8|B2WV72|B2WV71|B2WV73|B2WUZ7|Q0GA14|B2WV94|A0A6S6QMQ8|B2WV75|A0A0A0RSG8|B2WV78|A0A371EKB5|A0A7T8CZB0|F0Y4A7|D0QJ94|B2WV79|B2WV63|B2WV61|B2WV60|B2WV66|B3F2K2|A0A9Q0F9A6|V9QNV9|B2WV53|B3F2K3|B2WV98|B2WV70|A0A2H4GXF1|B2WV48|B2WV02|B2WV24|A0AAP0G5R2|A0AAP0GB63|B2WV49|B2WV12|B2WV13|B2WV11|B2WV83|A0A6S6QJP7|B2WUZ3|B2WV03|B2WV04|B2WV90|A0AAD9MMU7|B2WV74|B2WV17|B2WV10|B2WV35|B2WV18|M4I0T7|B2WV44|B2WV27|B2WV33|B2WV28|B2WV34|B2WV87|A0A2H4GXF0|A0A6S6QP03|B2WV88|B2WV51|A8W8Y0|B2WV97|B2WV80|B2WV55|B2WUZ8|B2WV99|B2WV39|B2WV43|B2WV40|B2WV42|B2WV41|B2WV84|B2WV38|A0A1J6IY53|Q5I6B5|B2WV31|B2WV57|B2WV58|B2WV29|A0A0F6VXG8|B2WUZ5|B2WUZ4|B2WV47|B2WV20|A0A1P8B561|B2WV26|D0QJ93|B2WV14|B2WV85|A0A6S6QQG6|B2WV67|B3F2K4|B2WV30|B2WV56|B2WV23|B2WV77|B2WV76|B2WUZ6|B3F2K6|B2WV32|B2WV86|B2WV50|B2WV01|B2WV46|B2WV45|B2WV19|B2WV96|B2WV22|B2WV89|B2WV95|B2WV16|B2WV15|B2WV54|A0A1Y0DDF3|B2WV69 NP_194927.1|NP_194927|NP_849483.1|NP_849483|NP_568694.2|NP_568694|NP_851154.1|NP_851154|NP_001315675.1|NP_001315675|XP_008343918.1|XP_008343918|NP_193844.2|NP_193844|NP_001234496.1|NP_001234496|XP_007209131.1|XP_007209131||XP_005764372.1|XP_005764372|NP_001310384.1|NP_001310384|XP_009034920.1|XP_009034920|NP_001275839.1|NP_001275839|XP_019249328.1|XP_019249328|NP_001328597.1|NP_001328597 NM_119351.3|NM_119351|NM_179152.3|NM_179152|NM_124198.4|NM_124198|NM_180823.3|NM_180823|NM_001328746.1|NM_001328746|XM_008345696.1|XM_008345696|NM_118231.4|NM_118231|NM_001247567.2|NM_001247567|XM_007209069.1|XM_007209069||XM_005764315.1|XM_005764315|NM_001323455.1|NM_001323455|XM_009036672.1|XM_009036672|NM_001288910.1|NM_001288910|XM_019393783.1|XM_019393783|NM_001341473.1|NM_00134147"
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AAT,Panicum maximum,,,Aspartate aminotransferase AAT   Panicum maximum     Rapid purification and thermostability of the cytoplasmic aspartate aminotransferase from carrot suspension cultures. 10.1104/pp.97.2.606    pass 33090|Viridiplantae AAT|PF00155;Aminotran_1_2;1|AAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT|PF02458;Transferase;1|AAT|NA|AAT|PF03219;TLC;1|AAT|PF03417;AAT;1|AAT|PF02803;Thiolase_C;1;PF00108;Thiolase_N;1|AAT|PF01490;Aa_trans;1 PAT_ARATH|PAT_PINPS|B1A9J8_CUCME|O48548_SOYBN|A9DG57_MEDTR|A9DGI0_9FABA|A0A078BCB9_9FABA|Q4VVF4_HELTU|B6THR2_MAIZE|A9DGC8_MEDTR|F0Y8M2_AURAN|Q6YEY2_VITVI|W7U3D6_9STRA|A0A0A7H8K8_PRUAR|B3VP15_PRUAR|Q9ZTX1_HORVU|Q7G1G6_SOYBN|D5ACX1_PICSI|C6TEL7_SOYBN|A0A6M2F9E6_9ROSI|A0A1U8W0X8_9LAMI|A0A0A9EF48_ARUDO|A0A0A9HKQ1_ARUDO|A0A0A9EKA8_ARUDO|Q9FVF1_FRAAN|A0A1J0CLC8_FRAAN|B9MSV0_FAGSY|A0A0A7CNG6_ACHHY|Q43781_LOTJA|I3S9W5_LOTJA|A0A7C9ARW2_OPUST|A0A7C9ESJ9_OPUST|D7FVR8_ECTSI Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|Q5F4K8|B1A9J8|O48548|A9DG57|A9DGI0|A0A078BCB9|Q4VVF4|B6THR2|A9DGC8|F0Y8M2|Q6YEY2|W7U3D6|A0A0A7H8K8|B3VP15|Q9ZTX1|Q7G1G6|D5ACX1|C6TEL7|A0A6M2F9E6|A0A1U8W0X8|A0A0A9EF48|A0A0A9HKQ1|A0A0A9EKA8|Q9FVF1|A0A1J0CLC8|B9MSV0|A0A0A7CNG6|Q43781|I3S9W5|A0A7C9ARW2|A0A7C9ESJ9|D7FVR8 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022||NP_001284403.1|NP_001284403|NP_001237541.1|NP_001237541|NP_001149746.1|NP_001149746|XP_009036682.1|XP_009036682|NP_001242552.1|NP_001242552 NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691||NM_001297474.1|NM_001297474|NM_001250612.1|NM_001250612|NM_001156274.1|NM_001156274|XM_009038434.1|XM_009038434|NM_001255623.1|NM_001255623 Arabidopsis_thaliana|Pinus_pinaster|Cucumis_melo|Glycine_max|Medicago_truncatula_var._truncatula|Medicago_tornata|Xylia_xylocarpa_var._kerrii|Helianthus_tuberosus|Zea_mays|Medicago_truncatula_var._longiaculeata|Aureococcus_anophagefferens|Vitis_vinifera|Nannochloropsis_gaditana|Prunus_armeniaca|Hordeum_vulgare|Picea_sitchensis|Populus_davidiana|Osmanthus_fragrans|Arundo_donax|Fragaria_ananassa|Fagus_sylvatica|Achlya_hypogyna|Lotus_japonicus|Opuntia_streptacantha|Ectocarpus_siliculosus
Aminotransferase,3481|Cannabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Branched-chain aminotransferase 2,HlBCAT2,Humulus lupulus,Isoleucine,2-keto-3-methylvalerate,Branched-chain aminotransferase 2 HlBCAT2   Humulus lupulus   Isoleucine 2-keto-3-methylvalerate Transcriptome analysis of bitter acid biosynthesis and precursor pathways in hop (Humulus lupulus). 10.1186/1471-2229-13-12  JQ063074  pass 33090|Viridiplantae JQ063074|PF01063;Aminotran_4;1|JQ063074|IPR001544;Aminotrans_IV;IPR018300;Aminotrans_IV_CS;IPR036038;Aminotransferase-like;IPR005786;B_amino_transII;IPR043132;BCAT-like_C;IPR043131;BCAT-like_N;IPR033939;BCAT_family|HLBCAT2|NA BCAT2_HUMLU K7QHS5   Humulus_lupulus
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase 1,AtTAT1,Arabidopsis thaliana,L-tyrosine,4-methylthio-2-oxobutanoate,Tyrosine aminotransferase 1 AtTAT1   Arabidopsis thaliana   L-tyrosine 4-methylthio-2-oxobutanoate Biochemical properties and subcellular localization of tyrosine aminotransferases in Arabidopsis thaliana. 10.1016/j.phytochem.2016.09.007   At5g53970 pass 33090|Viridiplantae AT5G53970|NA|ATTAT1|NA TAT2_ARATH Q9FN30|Q8H146 NP_200208.1|NP_200208 NM_124776.5|NM_124776 Arabidopsis_thaliana
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,GABA transaminase,GABA-T,Arabidopsis thaliana,GABA,glycine,GABA transaminase GABA-T   Arabidopsis thaliana   GABA glycine The Arabidopsis pop2-1 mutant reveals the involvement of GABA transaminase in salt stress tolerance. 10.1186/1471-2229-10-20   At3g22200 pass 33090|Viridiplantae AT3G22200|NA|GABA-T|PF00202;Aminotran_3;1|GABA-T|IPR005814;Aminotrans_3;IPR049704;Aminotrans_3_PPA_site;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small GATP_ARATH|GATP4_ORYSJ|A0A078FCE5_BRANA|A0A078HJ76_BRANA|A0A078HPK5_BRANA|A0A0H4AKW3_BRANA Q94CE5|B9DHS0|F4J064|Q94FS9|Q9LIE2|Q6ZH29|A0A0P0VDU8|B9F225|Q9AXI9|A0A078FCE5|A0A078HJ76|A0A078HPK5|A0A0H4AKW3 NP_001189947.1|NP_001189947|NP_566700.1|NP_566700|XP_015624768.1|XP_015624768|XP_013687638.1|XP_013687638|XP_013736782.1|XP_013736782| NM_001203018.1|NM_001203018|NM_113117.4|NM_113117|XM_015769282.1|XM_015769282|XM_013832184.1|XM_013832184|XM_013881328.1|XM_013881328| Arabidopsis_thaliana|Oryza_sativa_subsp._japonica|Brassica_napus
Aminotransferase,3051|Chlamydomonadaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-glutamate-glyoxylate aminotransferase,CR-aminotransferase,Chlamydomonas reinhardtii,Î²-Alanine;glyoxylate,glycine;malonate semialdehyde,L-glutamate-glyoxylate aminotransferase CR-aminotransferase   Chlamydomonas reinhardtii   Î²-Alanine;glyoxylate glycine;malonate semialdehyde Glycolate pathway in green algae. 10.1104/pp.46.3.386    pass 33090|Viridiplantae CR-AMINOTRANSFERASE|NA
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate:glyoxylate aminotransferase 1,GGT1,Arabidopsis thaliana,alanine; glyoxylate,pyruvate; glycine,glutamate:glyoxylate aminotransferase 1 GGT1   Arabidopsis thaliana   alanine; glyoxylate pyruvate; glycine Alanine aminotransferase homologs catalyze the glutamate:glyoxylate aminotransferase reaction in peroxisomes of Arabidopsis. 10.1104/pp.011460  At1g23310  pass 33090|Viridiplantae AT1G23310|NA|GGT1|PF01019;G_glu_transpept;1|GGT1|IPR043138;GGT_lsub_C;IPR000101;GGT_peptidase;IPR043137;GGT_ssub;IPR029055;Ntn_hydrolases_N|GGT1|PF00155;Aminotran_1_2;1|GGT1|IPR045088;ALAT1/2-like;IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|GGT1|NA GGT1_ARATH|GAGT1_ARATH|A0A251V4U7_HELAN|R1BQY9_EMIHU|A0A3L6FP20_MAIZE|A0A371HW42_MUCPR|A0A2I0A7R3_9ASPA|A0AAP0G2S8_9ASPA|A0A314KP51_NICAT|D7KNE6_ARALL|A0A2I0W728_9ASPA Q9LR30|B9DFR2|Q93Z05|Q94B22|Q9C5K2|Q8VYW6|B9DI67|O65652|A0A251V4U7|R1BQY9|A0A3L6FP20|A0A371HW42|A0A2I0A7R3|A0AAP0G2S8|A0A314KP51|D7KNE6|A0A2I0W728 NP_001031083.1|NP_001031083|NP_564192.2|NP_564192|NP_195674.2|NP_195674|NP_974717.1|NP_974717||XP_005764546.1|XP_005764546|XP_019227707.1|XP_019227707|XP_002893277.1|XP_002893277 NM_001036006.1|NM_001036006|NM_102180.4|NM_102180|NM_120124.6|NM_120124|NM_202988.4|NM_202988||XM_005764489.1|XM_005764489|XM_019372162.1|XM_019372162|XM_002893231.1|XM_002893231 Arabidopsis_thaliana|Helianthus_annuus|Emiliania_huxleyi|Zea_mays|Mucuna_pruriens|Apostasia_shenzhenica|Platanthera_zijinensis|Nicotiana_attenuata|Arabidopsis_lyrata_subsp._lyrata|Dendrobium_catenatum
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,alanine aminotransferase,ALT1,Raphanus sativus,glutamic acid,alanine,"alanine aminotransferase ALT1   Raphanus sativus   glutamic acid alanine Metabolism of glutamic acid to alanine, proline, and Î³-aminobutyric acid during takuan-zuke processing of radish root. 10.1111/1750-3841.15567    pass 33090|Viridiplantae ALT1|PF13279;4HBT_2;1|ALT1|IPR050563;4-hydroxybenzoyl-CoA_TE;IPR029069;HotDog_dom_sf|ALT1|PF00271;Helicase_C;1;PF00176;SNF2-rel_dom;1;PF13923;zf-C3HC4_2;1 ALT1_ARATH|X2GIR4_ORYSA Q9C7I5|Q8LDP5|X2GIR4 NP_564457.1|NP_564457| NM_103226.3|NM_103226| Arabidopsis_thaliana|Oryza_sativa"
