target_enzyme,target_family,stage,critical_transition_score,herbicide_target_family,herbicide_site_of_action,wssa_group,known_inhibitor_classes,resistance_risks,scenario_selectivity_margin,weed_vulnerability_score,crop_vulnerability_score,compound_a,compound_b,compound_a_source,compound_b_source,compound_a_priority_class,compound_b_priority_class,compound_a_exclusion_reason,compound_b_exclusion_reason,compound_a_phytochemical_class,compound_b_phytochemical_class,compound_a_phytochemical_class_score,compound_b_phytochemical_class_score,phytochemical_class_pair,compound_a_intervention_suitability_score,compound_b_intervention_suitability_score,intervention_suitability_score,compound_priority_class,compound_exclusion_reason,compound_a_functional_group_hits,compound_b_functional_group_hits,predicted_single_a,predicted_single_b,bliss_expected,mechanistic_complementarity,synergy_delta,inhibit_synergy,synergy_group_score,synergy_edge_sum,epsilon_threshold,synergy_match_schema,compound_source_score_list,compound_a_evidence_types,compound_b_evidence_types,predicted_combined_perturbation,crop_impact_estimate,environmental_persistence_proxy,toxicity_hazard_proxy,control_compound_penalty,optimization_objective,functional_silencing_threshold,meets_functional_silencing_proxy,evidence_class,synergy_evidence_class,proxy_notes,diversity_selection_phase,diversity_selection_relaxed
cytochrome P450,Cytochrome P450,specialized_metabolism,0.5638143308956455,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,detoxification_modifier,p450_inhibitors;synergist_candidates,metabolic_resistance;cross_resistance,0.4351051464716516,0.3651051464716516,0.43,"3,4-dihydroxybenzoate",(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,phenolic_acid_or_benzoate,unclassified_or_unknown,0.99,0.0,phenolic_acid_or_benzoate||unclassified_or_unknown,0.5193308453846155,0.38522908743589745,0.4522799664102565,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.5814215345846154,0.5414078343692308,0.8080431950587548,0.14758914968723555,0.25883366609474856,True,0.7903756619502563,1.047538170297436,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"3,4-dihydroxybenzoate:[SKiD_substrates,0.542]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8577280786135318,0.4845261773355428,0.051662333333333296,0.18346125000000002,0.15,0.35189462290383633,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
cytochrome P450,Cytochrome P450,specialized_metabolism,0.5638143308956455,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,detoxification_modifier,p450_inhibitors;synergist_candidates,metabolic_resistance;cross_resistance,0.4351051464716516,0.3651051464716516,0.43,"3,4-dihydroxybenzoate",3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,phenolic_acid_or_benzoate,organic_acid_or_lactone,0.99,0.63,organic_acid_or_lactone||phenolic_acid_or_benzoate,0.5193308453846155,0.3484551969230769,0.4338930211538462,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.5814215345846154,0.44281011852307683,0.7667723144664095,0.10918795615633826,0.24710996316797162,True,0.7636451725546153,0.9276759322615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"3,4-dihydroxybenzoate:[SKiD_substrates,0.542]|3-hydroxypropanoic acid:[SKiD_substrates,0.385]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.8244051992483663,0.4657022542774148,0.006145999999999971,0.16916083333333334,0.15,0.35081170497888614,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
Tryptophan Aminotransferase of Arabidopsis 1;TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS 1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,1-deoxy-D-xylulose 5-phosphate,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,transition_state_mimic_candidate,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.32765454615384615,0.3484551969230769,0.33805487153846153,natural_product_candidate||transition_state_mimic_candidate,,transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.4343426121538461,0.39781011852307685,0.6593668446563786,0.44514174322371713,0.26797502706859955,False,0.6936084071573914,0.7504305358153847,0.92,active_site_compatibility;herbicide_target_atlas_match;transition_state_mimicry,"1-deoxy-D-xylulose 5-phosphate:[SKiD_substrates,0.419]|3-hydroxypropanoic acid:[SKiD_substrates,0.331]",active_site_compatibility;herbicide_target_atlas_match;transition_state_mimicry,herbicide_target_atlas_match,0.750648023680048,0.3114394211885518,0.0,0.26050125,0.15,0.34910160153718495,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS1; Tryptophan Aminotransferase of Arabidopsis 1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3495196248717949,0.36737435615384617,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.49640783436923075,0.3999626379384615,0.6978258853800557,0.117085513052917,0.20377570150925753,False,0.6650017175540692,0.7844754980615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|2-Hydroxyoctanoate:[SKiD_substrates,0.333]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.7594016275646737,0.31507123961894795,0.10421799999999992,0.15655583333333328,0.15,0.348488505124808,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Tryptophan Aminotransferase of Arabidopsis 1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3495196248717949,0.36737435615384617,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.49640783436923075,0.3999626379384615,0.6978258853800557,0.117085513052917,0.20377570150925753,False,0.6650017175540692,0.7844754980615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|2-Hydroxyoctanoate:[SKiD_substrates,0.333]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.7594016275646737,0.31507123961894795,0.10421799999999992,0.15655583333333328,0.15,0.348488505124808,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3495196248717949,0.36737435615384617,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.49640783436923075,0.3999626379384615,0.6978258853800557,0.117085513052917,0.20377570150925753,False,0.6650017175540692,0.7844754980615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|2-Hydroxyoctanoate:[SKiD_substrates,0.333]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.7594016275646737,0.31507123961894795,0.10421799999999992,0.15655583333333328,0.15,0.348488505124808,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Prephenate Aminotransferase from Arabidopsis thaliana,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3495196248717949,0.36737435615384617,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.49640783436923075,0.3999626379384615,0.6978258853800557,0.117085513052917,0.20377570150925753,False,0.6650017175540692,0.7844754980615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|2-Hydroxyoctanoate:[SKiD_substrates,0.333]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.7594016275646737,0.31507123961894795,0.10421799999999992,0.15655583333333328,0.15,0.348488505124808,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
TRYPTOPHAN AMINOTRANSFERASE RELATED1,Aminotransferase,unassigned_stage,0.563824,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3495196248717949,0.36737435615384617,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.49640783436923075,0.3999626379384615,0.6978258853800557,0.117085513052917,0.20377570150925753,False,0.6650017175540692,0.7844754980615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|2-Hydroxyoctanoate:[SKiD_substrates,0.333]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.7594016275646737,0.31507123961894795,0.10421799999999992,0.15655583333333328,0.15,0.348488505124808,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Arabidopsis aminotransferase,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3495196248717949,0.36737435615384617,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.49640783436923075,0.3999626379384615,0.6978258853800557,0.117085513052917,0.20377570150925753,False,0.6650017175540692,0.7844754980615385,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|2-Hydroxyoctanoate:[SKiD_substrates,0.333]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.7594016275646737,0.31507123961894795,0.10421799999999992,0.15655583333333328,0.15,0.348488505124808,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
protoporphyrinogen oxidase,PPO,vegetative_expansion,0.5724640000000001,PPO,protoporphyrinogen oxidase,14,diphenyl ethers;n-phenylphthalimides;triazolinones;oxadiazoles,target_site_mutation;enhanced_metabolism,0.5857971200000001,0.46579712,0.38,"1,4-benzoquinone",2-oxo-octanoate,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.38057470358974366,0.2880086741025641,0.3342916888461539,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,,0.443602167323077,0.40963955996923074,0.6715247306686853,0.1134593497171195,0.24040825414129285,False,0.722142062178952,0.6852700597384616,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"1,4-benzoquinone:[SKiD_substrates,0.364]|2-oxo-octanoate:[SKiD_substrates,0.321]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.7504928966972176,0.31085631923153,0.1322949999999999,0.1434354166666666,0.15,0.34793814146022617,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
acetyl-CoA carboxylase,ACCase,vegetative_expansion,0.5724640000000001,ACCase,acetyl-CoA carboxylase,1,aryloxyphenoxypropionates/fops;cyclohexanediones/dims;phenylpyrazolines/dens,target_site_mutation;enhanced_metabolism,0.5857971200000001,0.46579712,0.38,"1,4-benzoquinone",2-oxo-octanoate,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.38057470358974366,0.2880086741025641,0.3342916888461539,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,,0.443602167323077,0.40963955996923074,0.6715247306686853,0.1134593497171195,0.24040825414129285,False,0.722142062178952,0.6852700597384616,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"1,4-benzoquinone:[SKiD_substrates,0.364]|2-oxo-octanoate:[SKiD_substrates,0.321]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.7504928966972176,0.31085631923153,0.1322949999999999,0.1434354166666666,0.15,0.34793814146022617,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
phosphoenolpyruvate carboxylase,PEPC,vegetative_expansion,0.5724640000000001,ACCase,acetyl-CoA carboxylase,1,aryloxyphenoxypropionates/fops;cyclohexanediones/dims;phenylpyrazolines/dens,target_site_mutation;enhanced_metabolism,0.40579711999999996,0.46579712,0.56,(2-amino-1-hydroxyethyl)phosphonate,"3,4-dihydroxybenzoate",SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.99,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.5875468253846153,0.5193308453846155,0.5534388353846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6229252821846154,0.5464215345846154,0.8289670281463588,0.5670405347896046,0.3270027254095134,True,0.8663079397076923,1.1594092633538462,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|3,4-dihydroxybenzoate:[SKiD_substrates,0.500]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.884895276077388,0.5258073215435791,0.006145999999999971,0.33182708333333333,0.15,0.3478806554911372,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
